   n, insertion_cmp, insertion_swaps, insertion_time, Mergesort_cmp, Mergesort_swaps, Mergesort_time, Bubblesort_cmp, Bubblesort_swaps, Bubblesort_time
 764,        141473,          140716,            302,         24237,            7380,            118,         438535,           127483,             632
 765,        141730,          140972,            278,         24286,            7391,            117,         439299,           127739,             647
 766,        142405,          141646,            288,         24319,            7402,            269,         440832,           128236,            1052
 767,        142962,          142202,            469,         24343,            7413,            269,         441598,           128619,            1154
 768,        143273,          142512,            465,         24370,            7424,            621,         443135,           129044,            1184
 769,        143379,          142617,            436,         24408,            7435,            128,         443903,           129149,             644
 770,        143942,          143179,            308,         24466,            7446,            119,         445444,           129649,             666
 771,        144669,          143905,            293,         24487,            7457,            120,         446214,           130034,             648
 772,        144794,          144029,            284,         24563,            7468,            128,         447759,           130275,             671
 773,        145042,          144276,            286,         24626,            7479,            123,         448531,           130522,             642
 774,        145731,          144964,            294,         24636,            7490,            486,         450080,           131026,            1043
 775,        146384,          145616,            329,         24678,            7501,            142,         450854,           131413,             659
 776,        146786,          146017,            288,         24731,            7512,            121,         452407,           131920,             647
 777,        146882,          146112,            489,         24754,            7523,            323,         453183,           132015,             923
 778,        147486,          146715,            302,         24681,            7534,            124,         454740,           132523,             762
 779,        147494,          146722,            529,         24743,            7545,            218,         455518,           132530,            1563
 780,        148054,          147281,            297,         24809,            7556,            136,         457079,           133039,             688
 781,        148564,          147790,            474,         24828,            7567,            170,         457859,           133429,            1274
 782,        149070,          148295,            393,         24896,            7578,            138,         459424,           133940,            1880
 783,        149304,          148528,            549,         24919,            7589,            158,         460206,           134173,             681
 784,        149433,          148656,            306,         24979,            7600,            125,         461775,           134422,             677
 785,        149746,          148968,            300,         25030,            7611,            124,         462559,           134734,            1504
 786,        149923,          149144,            325,         25036,            7622,            126,         464132,           135029,             685
 787,        150201,          149421,            303,         25090,            7633,            131,         464918,           135306,             685
 788,        150781,          150000,            297,         25151,            7644,            124,         466495,           135819,             667
 789,        151197,          150415,            303,         25196,            7655,            123,         467283,           136213,             747
 790,        151828,          151045,            509,         25205,            7666,            306,         468864,           136728,            1104
 791,        152276,          151492,            443,         25217,            7677,            270,         469654,           137123,             992
 792,        152777,          151992,            398,         25280,            7688,            211,         471239,           137640,             730
 793,        152831,          152045,            345,         25323,            7699,            127,         472031,           137693,            1333
 794,        153327,          152540,            314,         25355,            7710,            128,         473620,           138212,             707
 795,        153695,          152907,            301,         25404,            7721,            125,         474414,           138579,             675
 796,        153996,          153207,            310,         25403,            7732,            126,         476007,           139002,             681
 797,        154470,          153680,            303,         25413,            7743,            168,         476803,           139400,             691
 798,        155022,          154231,            308,         25464,            7754,            126,         478400,           139922,             686
 799,        155143,          154351,            310,         25539,            7765,            126,         479198,           140042,             682
 800,        155535,          154742,            312,         25601,            7776,            138,         480799,           140557,             686
 801,        156136,          155342,            305,         25644,            7787,            125,         481599,           140957,            1362
 802,        156579,          155784,            461,         25681,            7798,            173,         483204,           141482,             729
 803,        156698,          155902,            312,         25717,            7809,            129,         484006,           141600,             692
 804,        157320,          156523,            315,         25641,            7820,            127,         485615,           142126,            1670
 805,        157766,          156968,            460,         25687,            7831,            129,         486419,           142528,             707
 806,        158354,          157555,            319,         25735,            7842,            129,         488032,           143057,             715
 807,        158449,          157649,            323,         25804,            7853,            128,         488838,           143151,             700
 808,        158810,          158009,            326,         25886,            7864,            130,         490455,           143637,             699
 809,        159089,          158287,            313,         25904,            7875,            145,         491263,           143915,             704
 810,        159314,          158511,            317,         25931,            7886,            128,         492884,           144264,             715
 811,        159413,          158609,            312,         26015,            7897,            128,         493694,           144362,             723
 812,        159826,          159021,            321,         25997,            7908,            140,         495319,           144893,             707
 813,        160638,          159833,            588,         26040,            7919,            163,         496131,           145299,             785
 814,        160881,          160075,            326,         26043,            7930,            130,         497760,           145668,             722
 815,        161504,          160697,            315,         26089,            7941,            134,         498574,           146075,             714
 816,        161917,          161109,            358,         26160,            7952,            220,         500207,           146611,             737
 817,        162712,          161903,            319,         26202,            7963,            130,         501023,           147019,             725
 818,        163281,          162471,            318,         26244,            7974,            129,         502660,           147558,             720
 819,        163815,          163004,            325,         26271,            7985,            162,         503478,           147967,             710
 820,        164619,          163807,            336,         26287,            7996,            131,         505119,           148509,             721
 821,        164794,          163981,            331,         26312,            8007,            134,         505939,           148683,             718
 822,        165287,          164473,            330,         26360,            8018,            139,         507584,           149226,             711
 823,        165660,          164845,            352,         26344,            8029,            131,         508406,           149598,             732
 824,        165887,          165071,            323,         26445,            8040,            142,         510055,           149957,             733
 825,        166452,          165635,            324,         26464,            8051,            130,         510879,           150369,             736
 826,        166845,          166027,            584,         26564,            8062,            168,         512532,           150893,             889
 827,        167199,          166380,            331,         26578,            8073,            130,         513358,           151246,            1955
 828,        167618,          166798,            348,         26556,            8084,            133,         515015,           151792,             743
 829,        168388,          167567,            327,         26632,            8095,            131,         515843,           152206,             740
 830,        168523,          167701,            328,         26637,            8106,            132,         517504,           152473,             743
 831,        168741,          167918,            336,         26609,            8117,            163,         518334,           152690,             741
 832,        168948,          168124,            335,         26703,            8128,            132,         519999,           153027,             737
 833,        169199,          168374,            337,         26738,            8139,            176,         520831,           153277,             760
 834,        169776,          168950,            353,         26772,            8150,            148,         522500,           153822,             734
 835,        170525,          169698,            350,         26807,            8161,            132,         523334,           154239,             808
 836,        171248,          170420,            341,         26849,            8172,            157,         525007,           154787,             746
 837,        171285,          170456,            345,         26898,            8183,            151,         525843,           154823,            1159
 838,        171684,          170854,            352,         26950,            8194,            135,         527520,           155351,             741
 839,        172305,          171474,            344,         26959,            8205,            134,         528358,           155770,             747
 840,        172423,          171591,            344,         27012,            8216,            144,         530039,           156018,             746
 841,        173152,          172319,            347,         27070,            8227,            134,         530879,           156438,             748
 842,        173703,          172869,            348,         27116,            8238,            135,         532564,           156990,             751
 843,        174085,          173250,            347,         27162,            8249,            134,         533406,           157371,             753
 844,        174114,          173278,            349,         27201,            8260,            135,         535095,           157529,             759
 845,        174157,          173320,            385,         27261,            8271,            135,         535939,           157571,             766
 846,        174880,          174042,            351,         27231,            8282,            138,         537632,           158123,             766
 847,        174932,          174093,            353,         27213,            8293,            135,         538478,           158174,             846
 848,        175263,          174423,            356,         27310,            8304,            137,         540175,           158631,             768
 849,        175672,          174831,            356,         27352,            8315,            688,         541023,           159039,            1353
 850,        176426,          175584,            495,         27372,            8326,            267,         542724,           159591,            1191
 851,        176513,          175670,            509,         27443,            8337,            229,         543574,           159677,            1138
 852,        176555,          175711,            503,         27403,            8348,            239,         545279,           159843,            1182
 853,        176938,          176093,            497,         27464,            8359,            232,         546131,           160225,            1178
 854,        177341,          176495,            513,         27527,            8370,            220,         547840,           160752,            1025
 855,        177841,          176994,            357,         27579,            8381,            139,         548694,           161179,             788
 856,        178639,          177791,            348,         27546,            8392,            148,         550407,           161732,             790
 857,        178901,          178052,            352,         27575,            8403,            138,         551263,           161993,            4687
 858,        178970,          178120,            460,         27622,            8414,            225,         552980,           162187,            1507
 859,        179495,          178644,           1003,         27681,            8425,            281,         553838,           162616,             949
 860,        180093,          179241,            405,         27730,            8436,            183,         555559,           163173,             779
 861,        180702,          179849,            363,         27733,            8447,            139,         556419,           163603,             793
 862,        180934,          180080,            392,         27775,            8458,            139,         558144,           163963,            1385
 863,        181273,          180418,            469,         27828,            8469,            228,         559006,           164301,            1505
 864,        181413,          180557,            391,         27912,            8480,            192,         560735,           164569,             810
 865,        181683,          180826,            365,         27945,            8491,            140,         561599,           164838,             798
 866,        182401,          181543,            363,         27961,            8502,            145,         563332,           165400,             787
 867,        182855,          181996,            371,         28050,            8513,            139,         564198,           165833,             818
 868,        183020,          182160,            356,         28036,            8524,            152,         565935,           166127,             817
 869,        183102,          182241,            361,         28095,            8535,            139,         566803,           166208,             809
 870,        183590,          182728,            356,         28121,            8546,            140,         568544,           166772,             809
 871,        184059,          183196,            361,         28156,            8557,            158,         569414,           167207,             818
 872,        184494,          183630,            365,         28182,            8568,            156,         571159,           167772,            1452
 873,        184904,          184039,            519,         28204,            8579,            309,         572031,           168181,            1198
 874,        185769,          184903,            452,         28253,            8590,            743,         573780,           168749,            1258
 875,        186335,          185468,            535,         28295,            8601,            320,         574654,           169186,            2765
 876,        186596,          185728,           3192,         28301,            8612,            270,         576407,           169579,            1883
 877,        187370,          186501,            421,         28375,            8623,            220,         577283,           170017,            2912
 878,        187806,          186936,            523,         28407,            8634,            292,         579040,           170586,            5906
 879,        188424,          187553,           1071,         28433,            8645,            318,         579918,           171025,            1173
 880,        188857,          187985,            504,         28461,            8656,            277,         581679,           171592,            1146
 881,        189269,          188396,            506,         28512,            8667,            442,         582559,           172003,            1405
 882,        190122,          189248,            555,         28580,            8678,            282,         584324,           172579,            5288
 883,        190919,          190044,            668,         28617,            8689,            146,         585206,           173020,             831
 884,        191059,          190183,            383,         28578,            8700,            143,         586975,           173295,             840
 885,        191692,          190815,            400,         28650,            8711,            144,         587859,           173737,             852
 886,        191875,          190997,            375,         28659,            8722,            163,         589632,           174055,            2121
 887,        192235,          191356,            410,         28679,            8733,            145,         590518,           174414,             826
 888,        192531,          191651,            430,         28723,            8744,            142,         592295,           174845,             844
 889,        192951,          192070,            373,         28746,            8755,            140,         593183,           175264,             844
 890,        193398,          192516,           1445,         28824,            8766,            295,         594964,           175845,             847
 891,        193500,          192617,            389,         28819,            8777,            179,         595854,           175946,             841
 892,        193552,          192668,            377,         28888,            8788,            143,         597639,           176133,             853
 893,        193585,          192700,            384,         28963,            8799,            173,         598531,           176165,             834
 894,        193678,          192792,            388,         28965,            8810,            169,         600320,           176390,             840
 895,        194541,          193654,            386,         28984,            8821,            143,         601214,           176837,            1124
 896,        195241,          194353,            398,         29060,            8832,            177,         603007,           177418,             865
 897,        196042,          195153,            389,         29098,            8843,            154,         603903,           177866,             856
 898,        196504,          195614,            388,         29129,            8854,            143,         605700,           178449,             896
 899,        196543,          195652,            416,         29176,            8865,            144,         606598,           178487,             864
 900,        197072,          196180,            380,         29193,            8876,            512,         608399,           179070,             847
 901,        197455,          196562,            402,         29222,            8887,            145,         609299,           179452,             861
 902,        197547,          196653,            392,         29264,            8898,            144,         611104,           179676,             898
 903,        198291,          197396,            390,         29327,            8909,            145,         612006,           180127,             880
 904,        199150,          198254,            394,         29329,            8920,            162,         613815,           180711,             857
 905,        199628,          198731,            401,         29351,            8931,            145,         614719,           181163,             973
 906,        200276,          199378,            392,         29400,            8942,            147,         616532,           181750,             872
 907,        200436,          199537,            411,         29444,            8953,            182,         617438,           181909,             862
 908,        200799,          199899,            417,         29500,            8964,            157,         619255,           182404,             886
 909,        201489,          200588,            406,         29532,            8975,            145,         620163,           182858,             868
 910,        201765,          200863,            397,         29569,            8986,            146,         621984,           183267,             878
 911,        201992,          201089,            651,         29663,            8997,            185,         622894,           183493,             870
 912,        202687,          201783,            404,         29629,            9008,            147,         624719,           184083,             900
 913,        203478,          202573,            404,         29678,            9019,            148,         625631,           184539,             869
 914,        204289,          203383,            403,         29715,            9030,            147,         627460,           185132,             883
 915,        204806,          203899,            394,         29761,            9041,            163,         628374,           185589,             879
 916,        205093,          204185,            403,         29778,            9052,            148,         630207,           186012,             876
 917,        205614,          204705,            404,         29810,            9063,            180,         631123,           186470,             885
 918,        205949,          205039,            405,         29839,            9074,            149,         632960,           186941,             876
 919,        206404,          205493,            413,         29911,            9085,            164,         633878,           187395,             884
 920,        206461,          205549,            416,         29942,            9096,            149,         635719,           187588,             913
 921,        206521,          205608,            413,         30004,            9107,            150,         636639,           187647,            2891
 922,        207106,          206192,            527,         30059,            9118,            235,         638484,           188245,            1298
 923,        207530,          206615,            638,         30078,            9129,            396,         639406,           188668,            1111
 924,        208381,          207465,            419,         30050,            9140,            150,         641255,           189267,             902
 925,        208812,          207895,            409,         30104,            9151,            148,         642179,           189697,             888
 926,        209680,          208762,            410,         30162,            9162,            161,         644032,           190297,             900
 927,        209718,          208799,            411,         30193,            9173,            147,         644958,           190334,             891
 928,        209735,          208815,            442,         30216,            9184,            150,         646815,           190487,             939
 929,        210153,          209232,            427,         30252,            9195,            151,         647743,           190904,            1386
 930,        210454,          209532,            566,         30293,            9206,            278,         649604,           191340,             965
 931,        211064,          210141,            428,         30356,            9217,            152,         650534,           191805,             915
 932,        211100,          210176,            414,         30348,            9228,            149,         652399,           191977,             929
 933,        211626,          210701,            429,         30404,            9239,            175,         653331,           192443,            1156
 934,        212286,          211360,            432,         30426,            9250,            163,         655200,           193048,             917
 935,        213137,          212210,            418,         30486,            9261,            150,         656134,           193515,             936
 936,        213772,          212844,            425,         30525,            9272,            150,         658007,           194123,             924
 937,        214628,          213699,            422,         30577,            9283,            198,         658943,           194591,            1001
 938,        215454,          214524,            459,         30575,            9294,            151,         660820,           195200,            2452
 939,        215487,          214556,            971,         30597,            9305,            263,         661758,           195232,            1538
 940,        215697,          214765,            553,         30671,            9316,            273,         663639,           195582,            1467
 941,        215842,          214909,            656,         30732,            9327,            284,         664579,           195726,            1515
 942,        216213,          215279,            656,         30739,            9338,            272,         666464,           196236,            1441
 943,        217155,          216220,            439,         30782,            9349,            154,         667406,           196707,             926
 944,        217404,          216468,            428,         30859,            9360,            151,         669295,           197093,             942
 945,        218246,          217309,            510,         30886,            9371,            161,         670239,           197565,             929
 946,        218577,          217639,            434,         30932,            9382,            190,         672132,           198034,             965
 947,        218880,          217941,            842,         30964,            9393,            274,         673078,           198336,            1197
 948,        218962,          218022,            492,         30916,            9404,            198,         674975,           198555,             935
 949,        219326,          218385,            429,         30969,            9415,            203,         675923,           198918,             958
 950,        219796,          218854,            430,         31042,            9426,            405,         677824,           199525,            1055
 951,        220048,          219105,            434,         31072,            9437,            198,         678774,           199776,             940
 952,        220586,          219642,            483,         31098,            9448,            198,         680679,           200389,             951
 953,        221179,          220234,            447,         31144,            9459,            204,         681631,           200865,            1344
 954,        221566,          220620,            878,         31204,            9470,            390,         683540,           201390,            1047
 955,        222094,          221147,            439,         31244,            9481,            212,         684494,           201867,            1269
 956,        222631,          221683,            630,         31300,            9492,            320,         686407,           202483,            1429
 957,        222975,          222026,            672,         31335,            9503,            406,         687363,           202826,            1390
 958,        223667,          222717,            595,         31427,            9514,            369,         689280,           203442,            1299
 959,        224301,          223350,            576,         31420,            9525,            240,         690238,           203921,            1000
 960,        224304,          223352,            447,         31370,            9536,            226,         692159,           204062,            1519
 961,        224746,          223793,            447,         31406,            9547,            250,         693119,           204503,             959
 962,        224886,          223932,            441,         31469,            9558,            231,         695044,           204779,            1406
 963,        225145,          224190,            885,         31532,            9569,            426,         696006,           205037,            1145
 964,        225871,          224915,            443,         31576,            9580,            205,         697935,           205655,            1015
 965,        226024,          225067,            446,         31611,            9591,            199,         698899,           205807,             981
 966,        226332,          225374,            447,         31678,            9602,            212,         700832,           206251,            1484
 967,        226459,          225500,            464,         31685,            9613,            211,         701798,           206377,            1292
 968,        226856,          225896,            453,         31676,            9624,            198,         703735,           206910,             990
 969,        227284,          226323,            561,         31701,            9635,            204,         704703,           207337,             980
 970,        227915,          226953,            492,         31770,            9646,            206,         706644,           207959,            1310
 971,        228606,          227643,            546,         31778,            9657,            399,         707614,           208444,            1000
 972,        229117,          228153,            447,         31865,            9668,            208,         709559,           209067,             983
 973,        230079,          229114,            456,         31903,            9679,            195,         710531,           209553,            1003
 974,        230980,          230014,            491,         31966,            9690,            212,         712480,           210179,             996
 975,        231744,          230777,            452,         31988,            9701,            195,         713454,           210666,            1005
 976,        232215,          231247,            998,         31958,            9712,            297,         715407,           211276,            1025
 977,        232351,          231382,            550,         32002,            9723,            205,         716383,           211411,            1070
 978,        233094,          232124,            459,         32106,            9734,            208,         718340,           212040,            1018
 979,        233798,          232827,            456,         32115,            9745,            220,         719318,           212529,            1764
 980,        234111,          233139,            471,         32138,            9756,            211,         721279,           212983,            1318
 981,        234448,          233475,            546,         32158,            9767,            204,         722259,           213319,            1009
 982,        234621,          233647,            463,         32258,            9778,            224,         724224,           213633,            1005
 983,        234812,          233837,            458,         32257,            9789,            214,         725206,           213823,            1081
 984,        235709,          234733,            466,         32243,            9800,            233,         727175,           214456,            1108
 985,        235958,          234981,            465,         32278,            9811,            201,         728159,           214704,            1004
 986,        236186,          235208,            479,         32330,            9822,            199,         730132,           215072,            1023
 987,        236197,          235218,            473,         32364,            9833,            200,         731118,           215082,            1017
 988,        236324,          235344,            809,         32418,            9844,            429,         733095,           215348,            1374
 989,        236509,          235528,            471,         32447,            9855,            220,         734083,           215532,            1043
 990,        237433,          236451,            462,         32507,            9866,            206,         736064,           216167,            1027
 991,        238119,          237136,            469,         32515,            9877,            203,         737054,           216662,            1075
 992,        239097,          238113,            587,         32553,            9888,            504,         739039,           217299,            1340
 993,        240044,          239059,            515,         32579,            9899,            221,         740031,           217795,            1035
 994,        240211,          239225,            466,         32631,            9910,            200,         742020,           218103,            1020
 995,        240838,          239851,            472,         32678,            9921,            207,         743014,           218600,            1125
 996,        241202,          240214,            638,         32680,            9932,            204,         745007,           219106,            1340
 997,        241592,          240603,            473,         32723,            9943,            230,         746003,           219495,            1027
 998,        241676,          240686,            470,         32777,            9954,            205,         748000,           219721,            1057
 999,        242536,          241545,            537,         32802,            9965,            226,         748998,           220220,            1052
1000,        242884,          241892,            585,         32854,            9976,            208,         750999,           220710,            1046
