   n, insertion_cmp, insertion_swaps, insertion_time, Mergesort_cmp, Mergesort_swaps, Mergesort_time, Bubblesort_cmp, Bubblesort_swaps, Bubblesort_time
 720,          1073,             355,              8,         17548,            6896,            145,         519836,              355,            1008
 721,          1074,             355,              9,         17581,            6907,            148,         521279,              355,            1030
 722,          1075,             355,             11,         17608,            6918,            190,         522724,              355,            1044
 723,          1077,             356,             11,         17619,            6929,            359,         524171,              356,             899
 724,          1078,             356,             10,         17669,            6940,            183,         525620,              356,             806
 725,          1079,             356,              9,         17706,            6951,            175,         527071,              356,             841
 726,          1080,             356,             10,         17710,            6962,            205,         528524,              356,             715
 727,          1081,             356,              8,         17740,            6973,            368,         529979,              356,             700
 728,          1082,             356,             10,         17772,            6984,            173,         531436,              356,            1973
 729,          1083,             356,             12,         17795,            6995,            161,         532895,              356,            1177
 730,          1084,             356,             10,         17815,            7006,            277,         534356,              356,            1208
 731,          1085,             356,              9,         17851,            7017,            506,         535819,              356,             720
 732,          1086,             356,             10,         17879,            7028,            156,         537284,              356,             773
 733,          1087,             356,             10,         17902,            7039,            171,         538751,              356,             770
 734,          1089,             357,             10,         17944,            7050,            157,         540220,              357,             779
 735,          1090,             357,              9,         17967,            7061,            154,         541691,              357,             765
 736,          1091,             357,             10,         17989,            7072,            151,         543164,              357,           16286
 737,          1092,             357,             10,         18013,            7083,            164,         544639,              357,            1448
 738,          1094,             358,             12,         18053,            7094,            184,         546116,              358,            1228
 739,          1097,             360,             11,         18085,            7105,            191,         547595,              360,            1191
 740,          1102,             364,              9,         18121,            7116,            175,         549076,              364,             700
 741,          1103,             364,             10,         18137,            7127,            186,         550559,              364,             708
 742,          1104,             364,              9,         18170,            7138,            162,         552044,              364,             712
 743,          1105,             364,              9,         18196,            7149,            147,         553531,              364,             713
 744,          1106,             364,             10,         18223,            7160,            163,         555020,              364,             707
 745,          1109,             366,              9,         18257,            7171,            154,         556511,              366,            4160
 746,          1113,             369,             10,         18303,            7182,            177,         558004,              369,             817
 747,          1116,             371,              8,         18304,            7193,            148,         559499,              371,             706
 748,          1117,             371,             16,         18331,            7204,            450,         560996,              371,             703
 749,          1118,             371,              9,         18378,            7215,            177,         562495,              371,            1810
 750,          1119,             371,              8,         18385,            7226,            254,         563996,              371,             724
 751,          1121,             372,             10,         18418,            7237,            177,         565499,              372,             715
 752,          1122,             372,             10,         18485,            7248,            181,         567004,              372,             702
 753,          1123,             372,              9,         18500,            7259,            185,         568511,              372,             701
 754,          1125,             373,             11,         18531,            7270,            159,         570020,              373,             802
 755,          1127,             374,              9,         18566,            7281,            180,         571531,              374,             806
 756,          1130,             376,             10,         18582,            7292,            161,         573044,              376,            1075
 757,          1131,             376,             10,         18613,            7303,            183,         574559,              376,             793
 758,          1132,             376,             12,         18633,            7314,            218,         576076,              376,             806
 759,          1133,             376,             10,         18644,            7325,            201,         577595,              376,            2048
 760,          1135,             377,             10,         18734,            7336,            166,         579116,              377,            2644
 761,          1136,             377,             11,         18769,            7347,            163,         580639,              377,             969
 762,          1140,             380,             10,         18777,            7358,            183,         582164,              380,             872
 763,          1142,             381,             10,         18809,            7369,            194,         583691,              381,             877
 764,          1143,             381,             10,         18833,            7380,            206,         585220,              381,             890
 765,          1144,             381,              9,         18848,            7391,            193,         586751,              381,             785
 766,          1145,             381,             10,         18898,            7402,            192,         588284,              381,             915
 767,          1146,             381,             10,         18925,            7413,            306,         589819,              381,             758
 768,          1149,             383,             11,         18960,            7424,            155,         591356,              383,             816
 769,          1151,             384,              9,         18980,            7435,            152,         592895,              384,             785
 770,          1152,             384,             11,         19010,            7446,            171,         594436,              384,             828
 771,          1153,             384,              8,         19036,            7457,            143,         595979,              384,             788
 772,          1154,             384,             10,         19016,            7468,            181,         597524,              384,             848
 773,          1156,             385,             10,         19042,            7479,            167,         599071,              385,           10219
 774,          1159,             387,             11,         19103,            7490,           2350,         600620,              387,            1020
 775,          1160,             387,              9,         19109,            7501,            632,         602171,              387,             847
 776,          1161,             387,             11,         19135,            7512,            191,         603724,              387,             760
 777,          1162,             387,             10,         19158,            7523,            189,         605279,              387,            7781
 778,          1163,             387,             12,         19206,            7534,            168,         606836,              387,             811
 779,          1164,             387,              9,         19215,            7545,            171,         608395,              387,             833
 780,          1165,             387,             11,         19233,            7556,            189,         609956,              387,             813
 781,          1166,             387,             10,         19264,            7567,            165,         611519,              387,            4522
 782,          1167,             387,             10,         19294,            7578,            169,         613084,              387,             851
 783,          1168,             387,             10,         19327,            7589,            200,         614651,              387,             898
 784,          1169,             387,             11,         19350,            7600,            168,         616220,              387,             836
 785,          1170,             387,             13,         19371,            7611,            170,         617791,              387,             938
 786,          1171,             387,             11,         19386,            7622,            190,         619364,              387,             989
 787,          1172,             387,             10,         19418,            7633,            166,         620939,              387,             869
 788,          1173,             387,             11,         19450,            7644,            169,         622516,              387,             897
 789,          1175,             388,             11,         19457,            7655,            168,         624095,              388,            1054
 790,          1176,             388,             13,         19496,            7666,            202,         625676,              388,            5022
 791,          1178,             389,             10,         19534,            7677,           2891,         627259,              389,             831
 792,          1179,             389,             11,         19534,            7688,            184,         628844,              389,             779
 793,          1180,             389,             10,         19565,            7699,            184,         630431,              389,            1118
 794,          1181,             389,              9,         19617,            7710,            192,         632020,              389,            3436
 795,          1182,             389,             10,         19636,            7721,            229,         633611,              389,            2476
 796,          1183,             389,              8,         19641,            7732,            240,         635204,              389,             990
 797,          1184,             389,             10,         19692,            7743,            277,         636799,              389,             865
 798,          1185,             389,             12,         19718,            7754,            231,         638396,              389,             890
 799,          1186,             389,             10,         19726,            7765,            228,         639995,              389,            1068
 800,          1188,             390,             14,         19773,            7776,            283,         641596,              390,             632
 801,          1189,             390,              7,         19795,            7787,             97,         643199,              390,             505
 802,          1190,             390,              6,         19817,            7798,             87,         644804,              390,             503
 803,          1191,             390,              6,         19830,            7809,             86,         646411,              390,             505
 804,          1192,             390,              6,         19854,            7820,             86,         648020,              390,             506
 805,          1193,             390,              5,         19877,            7831,            216,         649631,              390,            1205
 806,          1194,             390,             28,         19909,            7842,            210,         651244,              390,             955
 807,          1195,             390,             12,         19949,            7853,            169,         652859,              390,             957
 808,          1196,             390,             10,         19969,            7864,            170,         654476,              390,            1675
 809,          1197,             390,             11,         19985,            7875,           2049,         656095,              390,             911
 810,          1198,             390,             10,         20013,            7886,            186,         657716,              390,             839
 811,          1200,             391,              9,         20047,            7897,            187,         659339,              391,             907
 812,          1202,             392,              9,         20079,            7908,            210,         660964,              392,             872
 813,          1203,             392,              9,         20108,            7919,            163,         662591,              392,             892
 814,          1204,             392,              9,         20144,            7930,           2374,         664220,              392,            1384
 815,          1206,             393,              9,         20161,            7941,            220,         665851,              393,            4501
 816,          1208,             394,             10,         20190,            7952,            228,         667484,              394,             869
 817,          1210,             395,              8,         20213,            7963,            217,         669119,              395,             864
 818,          1215,             399,              9,         20252,            7974,            222,         670756,              399,             837
 819,          1216,             399,             10,         20259,            7985,            197,         672395,              399,             842
 820,          1217,             399,             11,         20274,            7996,            206,         674036,              399,            1784
 821,          1218,             399,             11,         20316,            8007,            252,         675679,              399,            2292
 822,          1219,             399,              9,         20359,            8018,            223,         677324,              399,            1086
 823,          1220,             399,             10,         20369,            8029,            204,         678971,              399,             954
 824,          1221,             399,             12,         20399,            8040,            233,         680620,              399,             884
 825,          1222,             399,             10,         20431,            8051,            186,         682271,              399,             880
 826,          1223,             399,             10,         20452,            8062,            196,         683924,              399,             808
 827,          1225,             400,              9,         20483,            8073,            248,         685579,              400,             892
 828,          1228,             402,             10,         20533,            8084,            192,         687236,              402,             861
 829,          1230,             403,              9,         20553,            8095,            186,         688895,              403,             853
 830,          1231,             403,              9,         20589,            8106,            187,         690556,              403,             866
 831,          1232,             403,              9,         20623,            8117,            188,         692219,              403,             856
 832,          1233,             403,             10,         20632,            8128,            186,         693884,              403,             825
 833,          1234,             403,             10,         20656,            8139,            213,         695551,              403,            2435
 834,          1235,             403,             12,         20671,            8150,            350,         697220,              403,            1061
 835,          1236,             403,             10,         20702,            8161,            114,         698891,              403,             548
 836,          1240,             406,              8,         20730,            8172,            111,         700564,              406,             554
 837,          1241,             406,              6,         20751,            8183,             91,         702239,              406,             548
 838,          1242,             406,              6,         20776,            8194,             92,         703916,              406,             555
 839,          1243,             406,              6,         20798,            8205,             92,         705595,              406,             749
 840,          1244,             406,             11,         20826,            8216,            195,         707276,              406,             977
 841,          1245,             406,             11,         20848,            8227,            187,         708959,              406,            1054
 842,          1246,             406,             11,         20882,            8238,            184,         710644,              406,            1042
 843,          1247,             406,             11,         20921,            8249,            182,         712331,              406,             724
 844,          1248,             406,              8,         20948,            8260,             96,         714020,              406,             559
 845,          1249,             406,              7,         20972,            8271,             91,         715711,              406,             563
 846,          1250,             406,              6,         21015,            8282,             93,         717404,              406,             562
 847,          1251,             406,              6,         21047,            8293,             92,         719099,              406,             566
 848,          1252,             406,              5,         21045,            8304,             92,         720796,              406,             567
 849,          1253,             406,              6,         21068,            8315,             91,         722495,              406,             575
 850,          1255,             407,             11,         21106,            8326,           1076,         724196,              407,             924
 851,          1256,             407,             11,         21137,            8337,            178,         725899,              407,             995
 852,          1257,             407,             11,         21162,            8348,            186,         727604,              407,             925
 853,          1259,             408,             10,         21196,            8359,            161,         729311,              408,            1579
 854,          1260,             408,             12,         21220,            8370,            178,         731020,              408,            1338
 855,          1261,             408,             12,         21250,            8381,            160,         732731,              408,             657
 856,          1262,             408,              7,         21270,            8392,            110,         734444,              408,             579
 857,          1264,             409,              7,         21301,            8403,             95,         736159,              409,             577
 858,          1266,             410,              6,         21332,            8414,             93,         737876,              410,             581
 859,          1268,             411,              6,         21367,            8425,            108,         739595,              411,             578
 860,          1270,             412,              6,         21385,            8436,             94,         741316,              412,             585
 861,          1271,             412,              6,         21403,            8447,             94,         743039,              412,             581
 862,          1272,             412,              6,         21444,            8458,             92,         744764,              412,             584
 863,          1273,             412,              6,         21477,            8469,             92,         746491,              412,             599
 864,          1274,             412,             11,         21522,            8480,            221,         748220,              412,            1265
 865,          1276,             413,              8,         21549,            8491,            102,         749951,              413,             587
 866,          1278,             414,              9,         21576,            8502,             95,         751684,              414,             591
 867,          1282,             417,              6,         21600,            8513,             94,         753419,              417,             587
 868,          1283,             417,              6,         21621,            8524,            102,         755156,              417,             593
 869,          1284,             417,              6,         21634,            8535,             94,         756895,              417,             594
 870,          1285,             417,              6,         21683,            8546,             94,         758636,              417,             745
 871,          1286,             417,              7,         21687,            8557,             98,         760379,              417,             622
 872,          1288,             418,              7,         21747,            8568,            154,         762124,              418,             592
 873,          1289,             418,              6,         21769,            8579,            132,         763871,              418,             592
 874,          1290,             418,              6,         21795,            8590,            133,         765620,              418,             593
 875,          1291,             418,              6,         21829,            8601,            136,         767371,              418,             597
 876,          1292,             418,              6,         21870,            8612,            133,         769124,              418,             599
 877,          1294,             419,              6,         21893,            8623,            131,         770879,              419,             598
 878,          1296,             420,              6,         21905,            8634,            134,         772636,              420,             601
 879,          1297,             420,              5,         21926,            8645,            134,         774395,              420,             600
 880,          1298,             420,              6,         21975,            8656,            136,         776156,              420,             601
 881,          1300,             421,              6,         22000,            8667,            129,         777919,              421,             602
 882,          1301,             421,              6,         22041,            8678,            212,         779684,              421,            1852
 883,          1302,             421,             11,         22068,            8689,            281,         781451,              421,            1065
 884,          1303,             421,             12,         22072,            8700,            173,         783220,              421,            1154
 885,          1305,             422,             10,         22096,            8711,            197,         784991,              422,            1060
 886,          1306,             422,             12,         22137,            8722,            200,         786764,              422,            1074
 887,          1307,             422,             12,         22167,            8733,            184,         788539,              422,            1102
 888,          1308,             422,             11,         22193,            8744,            187,         790316,              422,             838
 889,          1309,             422,             12,         22228,            8755,            171,         792095,              422,             711
 890,          1310,             422,              9,         22257,            8766,            117,         793876,              422,             626
 891,          1311,             422,              7,         22286,            8777,             97,         795659,              422,             624
 892,          1312,             422,              7,         22313,            8788,             96,         797444,              422,             622
 893,          1313,             422,              6,         22337,            8799,            110,         799231,              422,             621
 894,          1315,             423,              6,         22377,            8810,             96,         801020,              423,             622
 895,          1317,             424,              6,         22412,            8821,             95,         802811,              424,             631
 896,          1320,             426,              6,         22436,            8832,             98,         804604,              426,            1178
 897,          1321,             426,             11,         22461,            8843,            648,         806399,              426,            1827
 898,          1322,             426,              8,         22501,            8854,            105,         808196,              426,             638
 899,          1324,             427,              7,         22527,            8865,             98,         809995,              427,             867
 900,          1325,             427,              8,         22534,            8876,            103,         811796,              427,             637
 901,          1326,             427,              7,         22562,            8887,            100,         813599,              427,             635
 902,          1327,             427,              6,         22568,            8898,             98,         815404,              427,             634
 903,          1329,             428,              6,         22606,            8909,             97,         817211,              428,             636
 904,          1330,             428,              6,         22670,            8920,            109,         819020,              428,             668
 905,          1331,             428,              7,         22693,            8931,            136,         820831,              428,             641
 906,          1332,             428,              6,         22725,            8942,            136,         822644,              428,             639
 907,          1333,             428,              6,         22744,            8953,            136,         824459,              428,             642
 908,          1334,             428,              6,         22749,            8964,            148,         826276,              428,             643
 909,          1337,             430,              6,         22768,            8975,            136,         828095,              430,             644
 910,          1341,             433,              6,         22783,            8986,            135,         829916,              433,             644
 911,          1342,             433,              6,         22828,            8997,            135,         831739,              433,             645
 912,          1343,             433,              6,         22867,            9008,            136,         833564,              433,             648
 913,          1345,             434,              6,         22890,            9019,            135,         835391,              434,             649
 914,          1346,             434,              9,         22903,            9030,            589,         837220,              434,             930
 915,          1347,             434,             11,         22946,            9041,            166,         839051,              434,             654
 916,          1348,             434,              7,         22958,            9052,            139,         840884,              434,             653
 917,          1349,             434,              7,         22982,            9063,            137,         842719,              434,             693
 918,          1350,             434,              7,         23007,            9074,            138,         844556,              434,             656
 919,          1352,             435,              6,         23053,            9085,            145,         846395,              435,            1140
 920,          1353,             435,             12,         23089,            9096,            194,         848236,              435,             713
 921,          1354,             435,              8,         23110,            9107,            105,         850079,              435,             665
 922,          1356,             436,              7,         23129,            9118,            102,         851924,              436,             667
 923,          1357,             436,              7,         23172,            9129,            104,         853771,              436,             669
 924,          1358,             436,              7,         23206,            9140,            102,         855620,              436,             664
 925,          1359,             436,              6,         23235,            9151,            100,         857471,              436,             740
 926,          1361,             437,              7,         23247,            9162,            122,         859324,              437,             669
 927,          1362,             437,              7,         23279,            9173,            102,         861179,              437,            1024
 928,          1363,             437,             10,         23336,            9184,            122,         863036,              437,             679
 929,          1364,             437,             10,         23359,            9195,            181,         864895,              437,            2664
 930,          1367,             439,             11,         23372,            9206,            237,         866756,              439,            1227
 931,          1371,             442,             12,         23408,            9217,            203,         868619,              442,            1217
 932,          1372,             442,             12,         23424,            9228,            194,         870484,              442,            1240
 933,          1373,             442,             12,         23444,            9239,            200,         872351,              442,            1235
 934,          1375,             443,             12,         23487,            9250,            205,         874220,              443,            1211
 935,          1376,             443,              9,         23522,            9261,            173,         876091,              443,            1135
 936,          1377,             443,             12,         23554,            9272,            184,         877964,              443,            1124
 937,          1378,             443,              9,         23576,            9283,            236,         879839,              443,            2486
 938,          1379,             443,             11,         23604,            9294,            176,         881716,              443,            3362
 939,          1380,             443,             11,         23625,            9305,            183,         883595,              443,            1138
 940,          1382,             444,             13,         23663,            9316,            172,         885476,              444,            1333
 941,          1385,             446,             12,         23691,            9327,            238,         887359,              446,             945
 942,          1388,             448,              9,         23737,            9338,            147,         889244,              448,             692
 943,          1389,             448,              7,         23759,            9349,            142,         891131,              448,             693
 944,          1390,             448,              7,         23781,            9360,            141,         893020,              448,             696
 945,          1392,             449,              7,         23812,            9371,            149,         894911,              449,             694
 946,          1393,             449,              7,         23842,            9382,            141,         896804,              449,             696
 947,          1394,             449,              7,         23880,            9393,            141,         898699,              449,             701
 948,          1396,             450,              7,         23873,            9404,            143,         900596,              450,             700
 949,          1398,             451,              7,         23903,            9415,            140,         902495,              451,             700
 950,          1399,             451,              6,         23941,            9426,            153,         904396,              451,            1851
 951,          1400,             451,             13,         23991,            9437,            294,         906299,              451,            1444
 952,          1401,             451,             11,         24008,            9448,            280,         908204,              451,            1269
 953,          1402,             451,             11,         24030,            9459,            222,         910111,              451,            1322
 954,          1403,             451,             12,         24082,            9470,            262,         912020,              451,            1344
 955,          1404,             451,             12,         24089,            9481,            258,         913931,              451,            1941
 956,          1406,             452,             12,         24136,            9492,            223,         915844,              452,            1016
 957,          1407,             452,              8,         24172,            9503,            149,         917759,              452,             715
 958,          1409,             453,              8,         24205,            9514,            157,         919676,              453,             714
 959,          1410,             453,              7,         24235,            9525,            143,         921595,              453,             714
 960,          1411,             453,              7,         24250,            9536,            143,         923516,              453,             715
 961,          1412,             453,              7,         24276,            9547,            142,         925439,              453,             716
 962,          1413,             453,              7,         24330,            9558,            146,         927364,              453,            1473
 963,          1414,             453,              9,         24357,            9569,            264,         929291,              453,             761
 964,          1415,             453,              8,         24365,            9580,            148,         931220,              453,             724
 965,          1416,             453,              7,         24390,            9591,            144,         933151,              453,             723
 966,          1417,             453,              7,         24416,            9602,            155,         935084,              453,             724
 967,          1418,             453,              7,         24461,            9613,            144,         937019,              453,             727
 968,          1420,             454,              7,         24482,            9624,            145,         938956,              454,             737
 969,          1422,             455,              7,         24509,            9635,            146,         940895,              455,             856
 970,          1424,             456,             11,         24530,            9646,            304,         942836,              456,             754
 971,          1425,             456,              8,         24571,            9657,            149,         944779,              456,             755
 972,          1426,             456,              8,         24589,            9668,            157,         946724,              456,             756
 973,          1428,             457,              7,         24613,            9679,            150,         948671,              457,             737
 974,          1429,             457,              7,         24651,            9690,            145,         950620,              457,             737
 975,          1431,             458,              7,         24692,            9701,            148,         952571,              458,             737
 976,          1432,             458,             12,         24684,            9712,            268,         954524,              458,            1261
 977,          1433,             458,             10,         24706,            9723,            188,         956479,              458,            1745
 978,          1434,             458,              9,         24748,            9734,            153,         958436,              458,            1135
 979,          1436,             459,             13,         24776,            9745,            288,         960395,              459,            1413
 980,          1437,             459,             12,         24844,            9756,            274,         962356,              459,            1416
 981,          1441,             462,             13,         24865,            9767,            279,         964319,              462,            1442
 982,          1442,             462,             10,         24902,            9778,            269,         966284,              462,            1449
 983,          1443,             462,             13,         24936,            9789,            274,         968251,              462,             785
 984,          1444,             462,              9,         24946,            9800,            154,         970220,              462,             760
 985,          1446,             463,              8,         24973,            9811,            206,         972191,              463,             756
 986,          1447,             463,              7,         25014,            9822,            151,         974164,              463,             758
 987,          1448,             463,              7,         25034,            9833,            151,         976139,              463,             863
 988,          1449,             463,             13,         25070,            9844,            157,         978116,              463,             761
 989,          1450,             463,             10,         25101,            9855,            621,         980095,              463,            1292
 990,          1451,             463,             11,         25125,            9866,            194,         982076,              463,            1329
 991,          1452,             463,             13,         25149,            9877,            273,         984059,              463,             949
 992,          1453,             463,              9,         25193,            9888,            235,         986044,              463,             873
 993,          1455,             464,              9,         25217,            9899,            191,         988031,              464,             769
 994,          1456,             464,              9,         25257,            9910,            153,         990020,              464,             994
 995,          1457,             464,              8,         25281,            9921,            156,         992011,              464,            1317
 996,          1458,             464,             13,         25315,            9932,            340,         994004,              464,            1332
 997,          1459,             464,             12,         25336,            9943,            349,         995999,              464,            1353
 998,          1460,             464,             12,         25355,            9954,            334,         997996,              464,            1021
 999,          1463,             466,              9,         25398,            9965,            173,         999995,              466,            1835
1000,          1465,             467,             11,         25422,            9976,            346,        1001996,              467,            1014
